,x
7786,0
7787,0.5
7788,0
7789,0.25
7790,0
7791,-0.9
7792,0
7793,-0.65
7794,-0.25
7795,0.75
7796,0
7797,-0.75
7798,-0.6
7799,0
7800,-0.9
7801,0.25
7802,0
7803,0
7804,-0.5
7805,0.8
7806,0
7807,0.25
7808,1.3
7809,0.3
7810,0
7811,0.2
7812,0.8
7813,0
7814,-0.9
7815,-0.45
7816,1.3
7817,-0.9
7818,0
7819,0.75
7820,0
7821,-0.75
7822,0
7823,0.5
7824,0
7825,0
7826,-0.15
7827,-1.5
7828,0.5
7829,-0.35
7830,0
7831,0
7832,0.8
7833,0.25
7834,-0.9
7835,-0.25
7836,-0.75
7837,0
7838,0
7839,0
7840,-2.25
7841,0
7842,0.25
7843,-0.65
7844,-0.65
7845,0.05
7846,0
7847,-1
7848,0
7849,0
7850,0
7851,-0.25
7852,-0.65
7853,0.15
7854,0
7855,0.5
7856,1.35
7857,-0.9
7858,-0.25
7859,0
7860,0.25
7861,0.1
7862,-1.35
7863,0.75
7864,-1
7865,0
7866,-0.5
7867,-0.65
7868,-0.75
7869,0.3
7870,-0.75
7871,1.55
7872,0.1
7873,1.1
7874,0
7875,1.3
7876,0
7877,0
7878,0.25
7879,0
7880,0
7881,0.1
7882,0.75
7883,-1.6
7884,-0.25
7885,0.75
7886,0.75
7887,-0.25
7888,2.05
7889,0.75
7890,0
7891,0
7892,0.15
7893,-0.25
7894,-0.25
7895,-0.9
7896,0
7897,-1.25
7898,0.1
7899,0.1
7900,0.75
7901,0
7902,0
7903,0.1
7904,0
7905,1.15
7906,0.4
7907,0
7908,1.5
7909,0.6
7910,0.1
7911,-0.6
7912,0
7913,0
7914,-0.25
7915,-0.25
7916,-0.9
7917,-0.9
7918,-0.4
7919,0.85
7920,1.5
7921,0
7922,-0.75
7923,-0.9
7924,1.05
7925,-0.9
7926,-1.35
7927,0.8
7928,0.75
7929,0
7930,0.1
7931,-1.15
7932,-0.9
7933,1.15
7934,0
7935,-0.9
7936,0.75
7937,0.8
7938,0
7939,-0.9
7940,0
7941,0
7942,0
7943,-0.75
7944,-2.25
7945,-1.9
7946,0.1
7947,-0.9
7948,-0.75
7949,-0.9
7950,0
7951,0.25
7952,-1.15
7953,0.4
7954,0
7955,-0.9
7956,0
7957,0.75
7958,0.75
7959,-0.75
7960,-0.9
7961,0
7962,-0.5
7963,0
7964,-0.65
7965,-0.9
7966,0.25
7967,0.25
7968,0
7969,0
7970,0.25
7971,0.1
7972,-0.75
7973,-0.2
7974,-1.25
7975,0.75
7976,0
7977,0.8
7978,0.25
7979,-0.4
7980,0
7981,-0.9
7982,-0.65
7983,-0.9
7984,0
7985,0
7986,-0.65
7987,0.5
7988,0
7989,-0.75
7990,-0.9
7991,0.75
7992,0
7993,-0.9
7994,-0.5
7995,-0.9
7996,0.8
7997,-0.9
7998,0.35
7999,0
8000,0
8001,0
8002,0
8003,0
8004,-0.75
8005,-0.5
8006,-0.9
8007,0.1
8008,0
8009,1.25
8010,-0.25
8011,-0.9
8012,-0.9
8013,0.75
8014,-0.9
8015,0.1
8016,0.25
8017,-0.65
8018,0
8019,-1.75
8020,-0.9
8021,-0.9
8022,0.75
8023,0
8024,-0.75
8025,0.8
8026,-0.9
8027,-0.9
8028,-0.9
8029,-0.9
8030,0.8
8031,-0.75
8032,-0.35
8033,0.6
8034,0.75
8035,-0.9
8036,-1.75
8037,1
8038,-0.3
8039,0
8040,0
8041,0
8042,0
8043,-0.25
8044,0
8045,-0.65
8046,0.75
8047,-0.9
8048,-0.4
8049,0
8050,0
8051,-0.9
8052,-1
8053,0
8054,0
8055,0.5
8056,-0.65
8057,-0.25
8058,0
8059,0
8060,0
8061,-0.9
8062,-1
8063,0.8
8064,0.8
8065,0.8
8066,0.75
8067,1.3
8068,-0.25
8069,0
8070,-0.9
8071,-0.5
8072,0.5
8073,0
8074,0
8075,-0.6
8076,0
8077,0
8078,0.25
8079,-1.75
8080,-0.5
8081,-0.75
8082,0
8083,0
8084,-0.5
8085,-2
8086,-0.35
8087,-0.25
8088,-0.5
8089,-1.5
8090,-0.5
8091,-1
8092,1.1
8093,0
8094,-2.1
8095,-2.1
8096,-0.9
8097,-0.9
8098,-0.35
8099,0
8100,0.3
8101,-0.65
8102,0.65
8103,0
8104,0.5
8105,0
8106,-0.75
8107,-0.35
8108,0
8109,0
8110,1.3
8111,-0.25
8112,1.3
8113,0.5
8114,-0.6
8115,0
8116,-0.5
8117,-0.65
8118,0.8
8119,-1
8120,0.8
8121,1.3
8122,0
8123,-0.5
8124,-0.9
8125,-0.6
8126,-0.9
8127,-0.75
8128,-0.75
8129,0.65
8130,0.1
8131,0.2
8132,0.6
8133,-0.9
8134,-1.5
8135,0.5
8136,1.3
8137,0.5
8138,0
8139,-1
8140,-1.25
8141,1.25
8142,-0.5
8143,-0.65
8144,-2.25
8145,0
8146,-0.75
8147,0
8148,0
8149,0
8150,0
8151,0
8152,0.05
8153,-0.65
8154,1.3
8155,-0.65
8156,0.75
8157,-0.9
8158,0.6
8159,0.1
8160,-1.25
8161,-0.9
8162,0
8163,1.1
8164,-0.9
8165,0.1
8166,-0.1
8167,-0.35
8168,0
8169,-0.65
8170,0
8171,0.1
8172,-0.6
8173,-0.9
8174,-0.65
8175,-1
8176,0
8177,-0.9
8178,1.3
8179,1.55
8180,-1
8181,0.25
8182,-1
8183,-0.9
8184,-0.65
8185,-1
8186,0
8187,-0.75
8188,0
8189,-0.9
8190,1.5
8191,-0.9
8192,-0.75
8193,1.3
8194,0.1
8195,0.6
8196,0
8197,0.1
8198,0.1
8199,-0.9
8200,-0.35
8201,-0.75
8202,0
8203,-0.25
8204,-0.25
8205,-0.65
8206,-1.35
8207,0.05
8208,0.55
8209,0
8210,-0.9
8211,-0.25
8212,1
8213,1.25
8214,1.3
8215,0.5
8216,-1.25
8217,-0.9
8218,-0.4
8219,0
8220,0
8221,0
8222,0
8223,-0.75
8224,0
8225,0.25
8226,-0.9
8227,-0.65
8228,-0.25
8229,-0.75
8230,-0.65
8231,0.5
8232,-0.9
8233,0.6
8234,-0.65
8235,-0.9
8236,0.5
8237,-0.9
8238,0
8239,0.5
8240,0
8241,-0.9
8242,0.1
8243,-0.9
8244,0
8245,0.5
8246,0.25
8247,0.75
8248,0
8249,0.5
8250,0
8251,-0.9
8252,-0.9
8253,0.75
8254,0.75
8255,0
8256,0.05
8257,0
8258,0.5
8259,-0.9
8260,-0.65
8261,-0.25
8262,0.25
8263,0
8264,-1.25
8265,-0.5
8266,0.75
8267,-0.25
8268,-0.1
8269,-0.25
8270,-2.1
8271,-0.75
8272,0.75
8273,-0.9
8274,1.3
8275,0.5
8276,-0.25
8277,1.3
8278,-0.75
8279,0
8280,0.25
8281,-0.1
8282,-0.9
8283,0
8284,1.55
8285,0
8286,-0.85
8287,0
8288,0.5
8289,-0.9
8290,0
8291,0.5
8292,0
8293,0.5
8294,0
8295,0.65
8296,-0.9
8297,1.3
8298,1.3
8299,-0.25
8300,-0.9
8301,0
8302,1.3
8303,0
8304,-0.5
8305,0
8306,1.6
8307,0
8308,0
8309,0.5
8310,-0.25
8311,-0.9
8312,1.4
8313,-0.9
8314,-0.9
8315,0.1
8316,-2.35
8317,-0.9
8318,-2.8
8319,0.6
8320,0
8321,0.25
8322,0.5
8323,0
8324,-0.25
8325,-0.1
8326,-0.9
8327,-0.25
8328,0.75
8329,-0.35
8330,0.75
8331,-0.65
8332,0.75
8333,-0.9
8334,-0.9
8335,-0.9
8336,-0.15
8337,0.8
8338,-0.5
8339,0.6
8340,-0.85
8341,1.4
8342,-0.25
8343,-2.1
8344,1.5
8345,-1.75
8346,1.55
8347,0.5
8348,-0.9
8349,-0.75
8350,0.1
8351,0.1
8352,-0.9
8353,-0.9
8354,0
8355,0
8356,-0.75
8357,0
8358,-0.1
8359,0
8360,-2
8361,0
8362,-0.35
8363,0
8364,-0.75
8365,0
8366,-0.75
8367,-0.1
8368,-0.9
8369,-0.9
8370,1.3
8371,-0.9
8372,-0.75
8373,0
8374,0
8375,-0.75
8376,-0.4
8377,0
8378,-0.75
8379,1
8380,-0.1
8381,-0.9
8382,-0.9
8383,0
8384,0.1
8385,-0.25
8386,0
8387,0.75
8388,-0.85
8389,-1.25
8390,-0.75
8391,0
8392,0
8393,-1.25
8394,-0.9
8395,-0.5
8396,0.65
8397,0
8398,-0.2
8399,-0.9
8400,0
8401,0
8402,-0.1
8403,0
8404,0
8405,-0.75
8406,0
8407,-0.35
8408,1.4
8409,-0.65
8410,0.65
8411,0
8412,-0.75
8413,0.15
8414,0
8415,-0.65
8416,0.1
8417,0
8418,0.6
8419,0.8
8420,-1.25
8421,-0.25
8422,0
8423,-0.9
8424,-0.9
8425,0.1
8426,-0.9
8427,-0.9
8428,-0.25
8429,1.15
8430,0
8431,-0.9
8432,1.3
8433,-0.75
8434,0
8435,0
8436,-1.9
8437,-1.9
8438,0
8439,0.15
8440,3.6
8441,0.1
8442,0
8443,-0.9
8444,-0.9
8445,-0.75
8446,-0.25
8447,-0.9
8448,-0.25
8449,3.6
8450,-0.9
8451,-0.9
8452,-1
8453,-0.75
8454,0
8455,1.65
8456,0.6
8457,-0.5
8458,-0.9
8459,0.1
8460,-0.65
8461,0.4
8462,-0.9
8463,-0.1
8464,0.25
8465,-1
8466,-0.15
8467,-0.9
8468,-0.9
8469,-0.75
8470,0.35
8471,0
8472,1.35
8473,-0.25
8474,-0.9
8475,0
8476,-0.65
8477,-0.9
8478,1.25
8479,-0.9
8480,-0.25
8481,-1.5
8482,-1.15
8483,0
8484,-0.75
8485,1.55
8486,0
8487,0.25
8488,0.75
8489,-0.65
8490,-0.9
8491,0.25
8492,-0.9
8493,0
8494,-1.35
8495,0.75
8496,-1
8497,-0.6
8498,-2
8499,-0.9
8500,0
8501,-0.65
8502,-0.9
8503,-0.6
8504,-0.9
8505,0.1
8506,-0.9
8507,0
8508,1.7
8509,0.1
8510,0.4
8511,-0.25
8512,-0.25
8513,-0.9
8514,0.75
8515,0
8516,0
8517,0.8
8518,1.1
8519,-0.9
8520,-0.9
8521,0.55
8522,0.25
8523,-0.9
8524,0
8525,-0.75
8526,-0.65
8527,0.75
8528,-0.9
8529,0
8530,-0.25
8531,-0.9
8532,0.1
8533,-0.9
8534,-0.6
8535,-0.9
8536,0.15
8537,0
8538,-0.9
8539,-0.9
8540,0.5
8541,0.5
8542,-0.5
8543,-0.9
8544,-0.65
8545,1.75
8546,0.1
8547,-0.9
8548,0.1
8549,0.5
8550,-0.9
8551,-1
8552,1.25
8553,0
8554,-0.65
8555,-0.9
8556,0
8557,1.75
8558,0.75
8559,0
8560,-0.65
8561,0
8562,-0.25
8563,0.1
8564,-0.9
8565,0.5
8566,-0.25
8567,-1.5
8568,0.8
8569,-0.15
8570,0
8571,-0.9
8572,1.3
8573,0
8574,-0.9
8575,-1.25
8576,0.1
8577,-0.9
8578,-0.65
8579,0
8580,0.1
8581,-0.9
8582,-0.5
8583,1.3
8584,-0.9
8585,-0.9
8586,-0.9
8587,-0.15
8588,-0.9
8589,-0.85
8590,0
8591,-0.9
8592,0.15
8593,0.25
8594,0
8595,-0.25
8596,-0.15
8597,-1.5
8598,0
8599,0.05
8600,-0.9
8601,0.15
8602,-0.65
8603,-0.8
8604,1.3
8605,1.3
8606,-0.65
8607,-0.25
8608,0
8609,1.35
8610,-0.9
8611,-0.9
8612,-0.25
8613,-0.9
8614,1.55
8615,-0.5
8616,-0.25
8617,0
8618,0.6
8619,-0.9
8620,0
8621,-0.9
8622,0.1
8623,0.15
8624,0
8625,-0.75
8626,-0.9
8627,0
8628,-0.9
8629,0.7
8630,0
8631,-0.9
8632,0.5
8633,-0.9
8634,-0.9
8635,0.1
8636,0
8637,-0.4
8638,-0.5
8639,0.55
8640,0.3
8641,0.5
8642,0.1
8643,-0.9
8644,-0.9
8645,-0.9
8646,-0.9
8647,-0.9
8648,0.75
8649,-0.9
8650,0.65
8651,0.5
8652,-0.9
8653,-0.9
8654,-0.9
8655,-0.9
8656,0
8657,-0.9
8658,-0.85
8659,-0.9
8660,0.6
8661,-0.9
8662,0.25
8663,0
8664,-0.1
8665,-0.9
8666,-0.9
8667,-0.9
8668,-0.9
8669,0.1
8670,0.25
8671,1.3
8672,-0.9
8673,2.35
8674,0
8675,0.75
8676,-0.9
8677,0
8678,-0.9
8679,0
8680,0
8681,-0.25
8682,0
8683,1.05
8684,0
8685,-0.9
8686,0.1
8687,0
8688,-0.9
8689,-1.5
8690,0
8691,1.3
8692,0.5
8693,-0.9
8694,-0.65
8695,-0.9
8696,-0.6
8697,-0.05
8698,0
8699,-0.6
8700,-0.9
8701,-0.9
8702,-0.25
8703,-0.35
8704,-0.9
8705,-0.9
8706,-0.9
8707,-0.9
8708,-0.9
8709,-0.9
8710,0.4
8711,0
8712,-0.9
8713,-0.9
8714,0
8715,-0.9
8716,0.1
8717,-0.9
8718,0.1
8719,-0.9
8720,-0.9
8721,0
8722,-0.9
8723,-0.9
8724,-0.25
8725,-0.9
8726,-0.9
8727,-0.75
8728,-0.9
8729,0.1
8730,-0.9
8731,-0.9
8732,-0.9
8733,-0.9
8734,1.3
8735,0
8736,0
8737,0.8
8738,1.3
8739,0
8740,-1
8741,0
8742,0.05
8743,0.35
8744,0.8
8745,0
8746,0.8
8747,1.3
8748,0.8
8749,1.3
8750,0.25
8751,-0.25
8752,0.1
8753,-0.5
8754,1.3
8755,-2.25
8756,0.4
8757,-0.25
8758,-0.05
8759,-0.25
8760,0.1
8761,1.3
8762,0
8763,0
8764,0.1
8765,1.75
8766,-1.25
8767,-0.5
8768,0.65
8769,-1.55
8770,1.7
8771,-0.5
8772,0.05
8773,0
8774,0.1
8775,0.1
8776,0
8777,0
8778,1.6
8779,0
8780,0.1
8781,-0.6
8782,-0.25
8783,0.75
8784,0
8785,0.1
8786,0
8787,2.4
8788,-0.65
8789,-0.75
8790,1.3
8791,0.4
8792,-0.5
8793,0
8794,0.75
8795,0
8796,0.1
8797,-0.5
8798,0.5
8799,-0.5
8800,-0.85
8801,-2.9
8802,0
8803,2.35
8804,-1.35
8805,0
8806,0
8807,-3.1
8808,0.1
8809,0
8810,0
8811,0
8812,0
8813,-1.6
8814,0
8815,0.1
8816,-1.5
8817,0
8818,1.4
8819,-0.5
8820,0
8821,-1.25
8822,1.3
8823,0.6
8824,-0.2
8825,0
8826,0.6
8827,-0.65
8828,0.8
8829,0
8830,-1.5
8831,-0.65
8832,0
8833,0
8834,1.4
8835,0.75
8836,0.5
8837,0.4
8838,0
8839,0.1
8840,0
8841,0
8842,0.25
8843,0
8844,0.3
8845,-0.25
8846,-0.65
8847,-0.5
8848,-0.5
8849,-0.9
8850,0
8851,0.5
8852,0.1
8853,0.1
8854,-0.25
8855,1.3
8856,-0.5
8857,-0.65
8858,0
8859,0
8860,-1.15
8861,-0.5
8862,0.9
8863,-0.25
8864,0.4
8865,0.1
8866,-0.5
8867,0
8868,0
8869,0
8870,0.5
8871,-0.1
8872,-0.75
8873,-0.75
8874,0.1
8875,0.1
8876,0
8877,0
8878,-0.25
8879,0
8880,1.5
8881,-0.8
8882,1
8883,-0.25
8884,-2.5
8885,0
8886,0
8887,-0.75
8888,0.65
8889,0
8890,-0.25
8891,0.25
8892,-0.35
8893,-2.5
8894,0.6
8895,0.65
8896,-0.75
8897,0.65
8898,0.75
8899,1.8
8900,0.25
8901,0
8902,0.25
8903,0.8
8904,-0.75
8905,0.4
8906,-1
8907,-0.65
8908,0
8909,-0.75
8910,0
8911,0
8912,0
8913,0.65
8914,-0.1
8915,-0.5
8916,-0.5
8917,-0.65
8918,0.55
8919,-0.65
8920,0.1
8921,-1
8922,-0.25
8923,-0.65
8924,-2.25
8925,0.1
8926,0.7
8927,0
8928,1.55
8929,0
8930,0.1
8931,-0.25
8932,0.75
8933,0.25
8934,0.1
8935,-0.25
8936,-0.25
8937,-2.5
8938,0
8939,0
8940,-1.65
8941,-0.15
8942,0.2
8943,0
8944,1.3
8945,0.15
8946,0
8947,0
8948,0.5
8949,0.1
8950,0.5
8951,-1
8952,0.25
8953,-2
8954,0
8955,0.1
8956,-0.65
8957,0
8958,0
8959,0.1
8960,0.65
8961,0
8962,-2
8963,-0.6
8964,0
8965,-0.65
8966,-0.9
8967,0.1
8968,0.1
8969,-0.25
8970,-1
8971,0
8972,0.25
8973,0.1
8974,0.5
8975,0.75
8976,-0.75
8977,0
8978,-0.65
8979,0.4
8980,-0.25
8981,-0.65
8982,-0.25
8983,0
8984,0.1
8985,1.3
8986,0
8987,0
8988,0
8989,-1.5
8990,0.25
8991,0.25
8992,0.25
8993,-0.4
8994,-0.25
8995,-0.6
8996,-1.1
8997,0
8998,0
8999,-0.25
9000,-0.65
9001,0.1
9002,-0.65
9003,-0.5
9004,-0.65
9005,0.1
9006,0.1
9007,-0.25
9008,-0.75
9009,-0.25
9010,0
9011,0
9012,1.1
9013,-1.75
9014,-0.5
9015,1.4
9016,-0.25
9017,0.75
9018,0.1
9019,0.05
9020,0
9021,0
9022,-0.65
9023,0
9024,0
9025,-0.65
9026,1.55
9027,0.1
9028,1.3
9029,1.05
9030,0.5
9031,0
9032,0.6
9033,-0.85
9034,0.1
9035,0
9036,0.25
9037,-0.75
9038,-0.5
9039,0
9040,0
9041,1
9042,0.1
9043,0.1
9044,-0.35
9045,-0.4
9046,-0.65
9047,0.35
9048,0.35
9049,0
9050,-0.25
9051,0
9052,0
9053,0
9054,-0.6
9055,0.15
9056,0.75
9057,-0.65
9058,-1.75
9059,0
9060,0.6
9061,-0.5
9062,1.3
9063,0.8
9064,0.1
9065,-0.4
9066,0.1
9067,-0.5
9068,0.1
9069,0.5
9070,-0.75
9071,-0.75
9072,-0.55
9073,-0.45
9074,0.8
9075,-1
9076,0.4
9077,0.75
9078,-0.25
9079,-0.25
9080,0
9081,0
9082,0
9083,0
9084,-0.5
9085,-0.05
9086,0
9087,1.3
9088,-0.75
9089,-0.5
9090,-0.75
9091,-0.25
9092,-1
9093,0
9094,-1
9095,0.4
9096,-0.8
9097,-1
9098,-0.1
9099,-0.2
9100,0.1
9101,-0.25
9102,0
9103,-1
9104,0
9105,-0.5
9106,-0.65
9107,-0.25
9108,0
9109,0.1
9110,1.3
9111,0.25
9112,0
9113,0.6
9114,-0.5
9115,1.5
9116,0.1
9117,-0.25
9118,0.1
9119,-1
9120,0
9121,-0.75
9122,0.1
9123,0.1
9124,0
9125,0.05
9126,0.1
9127,0.1
9128,-0.85
9129,0
9130,-1.1
9131,0.8
9132,-0.25
9133,0
9134,-0.65
9135,-0.5
9136,0
9137,0
9138,-0.6
9139,0.75
9140,1.1
9141,0
9142,0.1
9143,-0.45
9144,0
9145,-0.1
9146,-0.65
9147,0.1
9148,-0.65
9149,0.1
9150,0
9151,0
9152,-1.95
9153,0
9154,0
9155,0.15
9156,1.9
9157,0
9158,-0.25
9159,0
9160,0
9161,0
9162,0.15
9163,1.4
9164,-1.9
9165,0.1
9166,-1.9
9167,0
9168,1.45
9169,0.2
9170,0
9171,0
9172,0.1
9173,-1.75
9174,0.55
9175,0
9176,1.7
9177,-1.1
9178,-0.5
9179,-0.65
9180,0
9181,-0.65
9182,0
9183,0
9184,0.75
9185,0
9186,0
9187,-0.65
9188,-0.25
9189,-0.25
9190,0.9
9191,0
9192,0
9193,1.8
9194,0
9195,0.05
9196,-0.75
9197,-1
9198,0
9199,0
9200,0.1
9201,-0.65
9202,-0.35
9203,0.1
9204,0.1
9205,0
9206,0
9207,0.1
9208,-0.1
9209,0
9210,-0.75
9211,-0.75
9212,0.6
9213,0.1
9214,0
9215,-0.5
9216,-0.25
9217,0
9218,1.2
9219,-0.1
9220,1.05
9221,-0.5
9222,0.1
9223,0.1
9224,0
9225,0.05
9226,0.25
9227,0.15
9228,0
9229,0.6
9230,-0.75
9231,-1.35
9232,0
9233,0.1
9234,0
9235,-0.25
9236,1.4
9237,0.25
9238,0.75
9239,0
9240,0.1
9241,0.1
9242,0
9243,1.2
9244,1.7
9245,0
9246,0
9247,0
9248,-0.5
9249,0.1
9250,0.1
9251,-0.25
9252,0.1
9253,0.1
9254,0
9255,0.5
9256,-0.75
9257,-0.5
9258,-0.65
9259,0.1
9260,0
9261,0
9262,0.85
9263,0.1
9264,1.15
9265,0
9266,-0.25
9267,-0.1
9268,-0.5
9269,-0.65
9270,-0.75
9271,1.2
9272,-0.9
9273,-0.25
9274,0
9275,0.05
9276,-1
9277,0.4
9278,-0.8
9279,-0.65
9280,-0.65
9281,0
9282,0
9283,-0.5
9284,0
9285,0
9286,-0.5
9287,0.6
9288,0
9289,-0.8
9290,-0.75
9291,-2.25
9292,-0.15
9293,-0.5
9294,0
9295,-1.55
9296,0
9297,-0.65
9298,0
9299,0.3
9300,-0.1
9301,0
9302,0.1
9303,0
9304,0
9305,-0.75
9306,1.7
9307,0
9308,-0.4
9309,0
9310,0.5
9311,-0.2
9312,0.5
9313,0
9314,1.05
9315,-0.35
9316,-0.35
9317,-0.65
9318,-1.5
9319,-1.2
9320,-2.25
9321,0
9322,0
9323,-0.5
9324,0
9325,-0.15
9326,-0.8
9327,0.6
9328,-0.25
9329,0
9330,0.6
9331,1.3
9332,-0.65
9333,1
9334,-0.6
9335,0
9336,-0.4
9337,0.75
9338,0.1
9339,0.25
9340,0.75
9341,-0.75
9342,-0.1
9343,0
9344,0
9345,0
9346,0
9347,0
9348,0
9349,0.15
9350,1.25
9351,1.35
9352,0
9353,-0.75
9354,0
9355,0
9356,0.5
9357,0.25
9358,-0.9
9359,-0.4
9360,-0.25
9361,0.25
9362,1.4
9363,-1.25
9364,0
9365,0.25
9366,-1.75
9367,-0.25
9368,-0.45
9369,0
9370,0
9371,1.2
9372,1.8
9373,0.5
9374,0
9375,0
9376,-0.65
9377,0.1
9378,1.3
9379,1.3
9380,-0.6
9381,1.3
9382,0
9383,-2.5
9384,-0.65
9385,1.3
9386,0.75
9387,-0.65
9388,-1.5
9389,0.6
9390,1.3
9391,-0.5
9392,0
9393,0.55
9394,0
9395,-0.5
9396,-0.65
9397,0
9398,0
9399,0.15
9400,0
9401,-0.2
9402,0.1
9403,1.3
9404,0.75
9405,0
9406,-0.8
9407,0
9408,0
9409,0
9410,0.25
9411,-2.25
9412,-0.65
9413,-0.65
9414,-1.95
9415,0.1
9416,0
9417,0
9418,0
9419,0.1
9420,0
9421,-0.4
9422,-0.65
9423,-1.25
9424,0.5
9425,1
9426,-0.9
9427,0
9428,-0.65
9429,1.35
9430,-0.25
9431,0.1
9432,0.7
9433,-0.35
9434,-0.85
9435,0.5
9436,-0.45
9437,0
9438,0
9439,0
9440,-0.65
9441,0
9442,0
9443,0
9444,-1
9445,0.05
9446,0.1
9447,-1
9448,-0.25
9449,1.2
9450,-0.25
9451,0
9452,0
9453,-0.25
9454,-2.25
9455,0
9456,0
9457,0
9458,-0.65
9459,-0.75
9460,-1
9461,0.1
9462,-0.65
9463,-0.65
9464,0.25
9465,-0.65
9466,-1.25
9467,0.6
9468,-0.75
9469,0
9470,0
9471,0.1
9472,-0.85
9473,-1.75
9474,-0.65
9475,0
9476,0.4
9477,1
9478,0
9479,-0.75
9480,0.1
9481,0
9482,0
9483,-0.6
9484,-0.85
9485,-0.75
9486,0
9487,-0.5
9488,0.05
9489,-0.35
9490,0
9491,-0.75
9492,0.25
9493,-0.85
9494,-0.75
9495,1
9496,-0.25
9497,-0.75
9498,0
9499,-0.75
9500,-1.25
9501,0.6
9502,0
9503,-0.25
9504,0.65
9505,0.75
9506,0
9507,-0.4
9508,-0.1
9509,0
9510,-0.65
9511,0.25
9512,0
9513,1.55
9514,-0.75
9515,0
9516,-1.15
9517,-0.25
9518,0.25
9519,-0.65
9520,0.1
9521,0
9522,2.15
9523,-0.65
9524,1
9525,0
9526,0
9527,1.35
9528,-0.5
9529,-0.65
9530,0
9531,-0.75
9532,0
9533,-0.65
9534,-0.6
9535,-0.65
9536,0
9537,0.1
9538,0
9539,0.8
9540,1.4
9541,0.5
9542,-0.65
9543,1
9544,0
9545,0.15
9546,0.1
9547,-1.9
9548,-1.9
9549,0
9550,-0.65
9551,2.4
9552,-1.25
9553,-0.6
9554,-0.1
9555,0.8
9556,0.8
9557,-1.85
9558,-0.4
9559,-0.5
9560,0
9561,-0.25
9562,0.1
9563,-0.75
9564,1.1
9565,0.55
9566,0.8
9567,-1
9568,1.05
9569,0.8
9570,0
9571,1
9572,-0.6
9573,0
9574,-0.65
9575,0
9576,0
9577,0.1
9578,0
9579,-0.65
9580,0.1
9581,-0.65
9582,0.2
9583,-0.65
9584,-0.75
9585,0
9586,0
9587,0
9588,0
9589,1.35
9590,0
9591,-1.85
9592,-0.75
9593,-2
9594,0
9595,0.8
9596,-0.75
9597,-1.25
9598,0
9599,-0.75
9600,-0.25
9601,-0.5
9602,0.7
9603,0
9604,0.6
9605,0.5
9606,0.25
9607,1.25
9608,-0.75
9609,-0.1
9610,1.25
9611,-0.75
9612,-0.75
9613,0
9614,-0.8
9615,-0.7
9616,-0.75
9617,-0.4
9618,-0.75
9619,-0.75
9620,0.05
9621,1.55
9622,-0.75
9623,-1.1
9624,-0.5
9625,-0.4
9626,-0.6
9627,-0.5
9628,0
9629,-0.75
9630,0
9631,0.25
9632,0.75
9633,-0.75
9634,-0.25
9635,-0.75
9636,0
9637,-0.25
9638,-1
9639,-0.75
9640,-0.75
9641,-0.9
9642,-0.25
9643,0.6
9644,0
9645,-0.75
9646,-0.25
9647,-0.75
9648,-0.75
9649,-1.7
9650,-0.75
9651,0.25
9652,1.85
9653,-0.75
9654,0.6
9655,0
9656,-0.25
9657,0.4
9658,0
9659,0
9660,-0.5
9661,-0.75
9662,-0.75
9663,0.6
9664,-0.05
9665,0.6
9666,-0.25
9667,2.55
9668,0.6
9669,0.6
9670,-0.75
9671,1.05
9672,-0.65
9673,0.6
9674,-0.75
9675,0
9676,0
9677,0
9678,0.6
9679,-0.75
9680,-0.75
9681,0
9682,-0.75
9683,-0.8
9684,0
9685,-1.5
9686,0
9687,0
9688,-0.75
9689,0
9690,0
9691,0.35
9692,-0.75
9693,1.65
9694,0.6
9695,-0.25
9696,0
9697,0
9698,-0.5
9699,0
9700,-0.25
9701,-0.75
9702,0
9703,1.55
9704,0
9705,0.4
9706,0.6
9707,-0.25
9708,1
9709,0
9710,1.2
9711,0.6
9712,0
9713,-0.75
9714,0.6
9715,1.6
9716,-0.75
9717,-0.75
9718,0.25
9719,1.3
9720,0
9721,0
9722,-0.75
9723,0
9724,-3.55
9725,1
9726,-0.75
9727,-1
9728,-0.75
9729,-0.75
9730,0.3
9731,0
9732,0.6
9733,-0.25
9734,1.3
9735,-0.75
9736,-0.75
9737,1.55
9738,0.6
9739,0.6
9740,-0.25
9741,-0.75
9742,-0.25
9743,-0.25
9744,1.15
9745,-0.5
9746,-0.75
9747,0.6
9748,-0.75
9749,-0.25
9750,-0.1
9751,1.6
9752,-0.25
9753,-0.75
9754,0.1
9755,-0.75
9756,0.6
9757,1.35
9758,-0.75
9759,0.75
9760,-0.75
9761,-0.25
9762,0.75
9763,-0.75
9764,0.6
9765,-0.5
9766,0.55
9767,1.3
9768,0.8
9769,0
9770,-0.75
9771,0
9772,-2
9773,0
9774,0
9775,-0.75
9776,-0.4
9777,-0.75
9778,0.8
9779,-0.75
9780,-0.75
9781,0
9782,0
9783,0.25
9784,-0.25
9785,-1
9786,0.5
9787,0.5
9788,0.6
9789,-0.75
9790,0
9791,0
9792,0
9793,-0.75
9794,0
9795,-0.75
9796,1.3
9797,-0.75
9798,-0.75
9799,-0.75
9800,1.3
9801,1.3
9802,0.55
9803,-0.75
9804,0.6
9805,0.3
9806,-0.25
9807,-0.75
9808,0.6
9809,-0.75
9810,1.45
9811,-0.75
9812,-0.25
9813,-0.75
